"TID_INTRO_MESSAGE_TITLE","欢迎来到HADES' STAR"
"TID_BLD_TIME_MODULATOR_INFO","高级太空站，能汲取黄星能量，操控时间。使用时间调制器加速您黄星系统中的时间流逝速度。升级此太空站可进一步加速时间流逝。"
"TID_BUILDING_BLUESTAR_SCANNER","蓝星扫描仪"
"TID_BUILDING_BLUESTAR_SCANNER_DESCR","可侦测附近的蓝星。"
"TID_BUILDING_BLUESTAR_SCANNER_INFO","扫描仪会向侦测到的蓝星派遣一架战斗舰。蓝星寿命很短，会一直不断地向恒星内坍缩，且参与蓝星的所有玩家战斗舰都会相互开火，星系内的冥犬势力也会发动攻击，毫无安全可言。玩家的战斗舰若能存活到最后，即取得任务胜利。"
"TID_BLUE_STAR_ANOMALY","异象"
"TID_BLUE_STAR_ANOMALY_DESCR","这是一处出了故障的传送门，似乎通往遥远的恒星。要令战斗舰穿过传送门，请在异象上建造一个蓝星扫描仪。"
"TID_HUD_MUST_PLACE_ON_ANOMALY","此扫描仪必须建在异象之上"
"TID_HUD_CONFIRM_ANOMALY_UPGRADE","要开始在异象上建造蓝星扫描仪吗？"
"TID_BLD_RELAY","货运中继"
"TID_BLD_RELAY_DESCR","允许使用蓝星中找到的碎片自动交付部分货物。"
"TID_BLD_RELAY_INFO","在有限时间内启用自动货运，以星区为单位计算。\n\n货运中继控制的星区内，无论货物目的地在哪里，星币货物都会自动交付。要增加货物和受控星区数量，请升级货运中继。\n\n货运中继需要恒星碎片才能运行。参加蓝星任务可获取恒星碎片。"
"TID_SHIP_TRANSPORT","运输舰"
"TID_SHIP_TRANSPORT_DESCR","在星球和太空贸易站之间搭载并运送货物"
"TID_SHIP_TRANSPORT_INFO","运输舰对贸易来说非常重要。使用运输舰在星球和卫星之间运送货物，从红巨星上运送神器。"
"TID_SHIP_MINER","采矿舰"
"TID_SHIP_MINER_DESCR","一种能从小行星带采集氢气的缓慢脆弱的船舰"
"TID_SHIP_MINER_INFO","采矿舰能从小行星带采集氢气"
"TID_SHIP_BATTLESHIP","战斗舰"
"TID_SHIP_BATTLESHIP_DESCR","一种能装备额外武器模组的战斗舰"
"TID_SHIP_CERB_FIGHTER","冥犬哨兵舰"
"TID_SHIP_CERB_FIGHTER_DESCR","哨兵舰船体脆弱，但装备有非常强大的火炮。哨兵舰单独出现时威胁很小，但大量聚集或有更强冥犬船舰做掩护时有致命的杀伤力。\n\n哨兵舰总是待在自己指定的星区中。"
"TID_SHIP_CERB_COLOSSUS","冥犬巨型舰"
"TID_SHIP_CERB_COLOSSUS_DESCR","一种庞大的冥犬船舰，需要强大的火力和指挥才能拿下。\n\n冥犬巨型舰总是待在自己指定的星区中。"
"TID_SHIP_CERB_SECTOR_GUARDIAN","冥犬护卫舰"
"TID_SHIP_CERB_SECTOR_GUARDIAN_DESCR","一种重型冥犬船舰，经常用来掩护哨兵舰。\n\n冥犬护卫舰总是待在自己指定的星区中。"
"TID_SHIP_CERB_INTERCEPTOR","冥犬截击舰"
"TID_SHIP_CERB_INTERCEPTOR_DESCR","一种速度快、火力强的冥犬船舰，可以同时向4艘敌舰开火。\n\n当有敌舰进入其驻守星区或火力射程范围内时，冥犬截击舰将被激活。一旦激活，冥犬截击舰将穿越所有星区猎杀敌舰，对于非战斗舰来说非常危险。"
"TID_SHIP_CERB_DESTROYER","冥犬歼灭舰"
"TID_SHIP_CERB_DESTROYER_DESCR","这些神秘的冥犬船舰能够跳跃进红巨星中，用强大的激光束摧毁整个星球。如果歼灭舰被击败或星球被摧毁，所有附近玩家船舰都会遭到区域性伤害。"
"TID_SHIP_CERB_PHOENIX","冥犬涅槃舰"
"TID_SHIP_CERB_PHOENIX_DESCR","冥犬涅槃舰用自己的区域护盾保护周围的冥犬船舰。被摧毁时，涅槃舰会生出少量哨兵舰。\n\n冥犬涅槃舰总是待在自己指定的星区中。"
"TID_SHIP_ALPHA_DRONE","阿尔法无人舰"
"TID_SHIP_ALPHA_DRONE_DESCR","一种自动化的、速度快但脆弱的战斗舰。无人舰航行至指定目的地后便固守那里，直到被摧毁或激活时间耗尽。"
"TID_SHIP_SHIPMENT_DRONE","运输无人舰"
"TID_SHIP_SHIPMENT_DRONE_DESCR","一种自动化的，速度快的无人舰，会自动在可能的时候运送货物。无人舰只有在连接至一个活动太空曲道时才能跨星区航行。"
"TID_SHIP_MINING_DRONE","采矿无人机"
"TID_SHIP_MINING_DRONE_DESCR","一种自动的采矿舰，仅针对单个小行星。采矿完成后，无人机会将氢气运送至最近的星球，然后自我毁灭。"
"TID_SHIP_CERBERUS_BOMBER","冥犬轰炸舰"
"TID_SHIP_CERBERUS_BOMBER_DESCR","一种强大的飞船，会瞄准其星区或任何邻近星区中的每位参与玩家，定期发射一枚火箭。\n\n该飞船会一直待在其指定的星区中，但也可以向相邻星区中逼近的飞船发射火箭。"
"TID_SHIP_STORM","冥犬风暴舰"
"TID_SHIP_STORM_DESCR","这种船舰在自己的星区中沿环形路线行进。船上装备有强力远程武器，会定时发射快速达特导弹，攻击射程内所有的敌舰。"
"TID_SHIP_CERB_GHOSTS","冥犬幽魂舰"
"TID_SHIP_CERB_GHOSTS_DESCR","冥犬幽魂舰是一组速度很快的船舰。它们的星际跳跃难以预测，会集体向恒星系统中任意处的最近目标移动。\n\n幽魂舰对所有非伤害型模组免疫；对于如密集弹幕和回收利用等具体模组，幽魂舰不算作是船舰。"
"TID_CORP_FLAGSHIP","星际集团旗舰"
"TID_CORP_FLAGSHIP_DESCR","这艘飞船属于星际集团，可由集团干事控制。\n\n旗舰可以选择协助其隶属的星际集团，进行当前的一个白星任务。"
"TID_SHIP_CERB_HYDRA","冥犬九头蛇"
"TID_SHIP_CERB_HYDRA_DESCR","一种大型的强力飞船，装备有火力强大的密集弹幕，当其星区中出现多个玩家飞船时，可造成巨量伤害。当其船体强度点数耗尽时，会分裂成两艘体型更小、火力更弱的九头蛇。小型九头蛇被摧毁时，会转变成两艘微型九头蛇。"
"TID_SHIP_CERB_HYDRA_1","冥犬九头蛇"
"TID_SHIP_CERB_HYDRA_1_DESCR","弱型版本的冥犬九头蛇。被击毁时会分裂成两艘超弱型九头蛇。"
"TID_SHIP_CERB_HYDRA_2","冥犬九头蛇"
"TID_SHIP_CERB_HYDRA_2_DESCR","超弱型冥犬九头蛇。被击毁后将会消失。"
"TID_GHOST_SPAWNER","幽魂星际跳跃门"
"TID_GHOST_SPAWNER_DESCR","冥犬幽魂舰可使用这处神秘的跳跃门，跳至新的恒星系统。幽魂星际跳跃门不可成为目标，也不能被用作移动目标。"
"TID_MODULE_TRADER","贸易增效"
"TID_MODULE_TRADER_DESCR","激活时增加货运奖励。"
"TID_MODULE_TRANSPORT_CAPACITY","货舱拓展"
"TID_MODULE_TRANSPORT_CAPACITY_DESCR","增加运输舰的总储存空间，允许一次搭载更多货物或神器。"
"TID_MODULE_MINING_BOOST","采矿增速"
"TID_MODULE_MINING_BOOST_DESCR","暂时提高氢气采集速度。"
"TID_MODULE_EMP","电磁脉冲"
"TID_MODULE_EMP_DESCR","短时间里，使效果范围内所有的船舰、火箭和冥犬太空站瘫痪，包括触发电磁脉冲的船舰。瘫痪了的船舰无法移动或开火，但仍然能激活模组。"
"TID_MODULE_SHIPMENT_COMPUTER","货运计算机"
"TID_MODULE_SHIPMENT_COMPUTER_DESCR","如果有货运目的地处于后续路径点上，飞船将自动搭载此类中间路径点的货物。自动搭载的货物会获得额外奖励。\n\n解锁该模组后，点击任何存有货物的物体将可看到数字标识，显示货物运送目的地。"
"TID_MODULE_REPAIR","远程维修"
"TID_MODULE_WEAK_SHIELD","阿尔法护盾"
"TID_MODULE_SHIELD","德尔塔护盾"
"TID_MODULE_STRONG_SHIELD","奥米加护盾"
"TID_MODULE_SHIELD_DESCR","吸收所受的伤害，直到护盾耗尽或激活时间耗尽。"
"TID_MODULE_SHIELD_WITH_SPEED_DESCR","吸收所受的伤害，直到护盾耗尽或激活时间耗尽。搭载船舰在护盾激活时航行速度加快。"
"TID_MODULE_REPAIR_DESCR","维修范围内所有受损的非敌舰，每秒恢复一定的船体强度点数。"
"TID_MODULE_TELEPORT","瞬间传送"
"TID_MODULE_TELEPORT_DESCR","在启动延迟后，船舰立刻传送至指定的目的地，目的地必须处于传送半径之内。无法传送至敌舰创造的屏障区域内。"
"TID_MODULE_TIME_WARP","时间扭曲"
"TID_MODULE_TIME_WARP_DESCR","在船舰一定半径内加快时间流逝速度。影响航行时间、战斗和神器装载速度。\n\n处在多个时间扭曲效果范围中的物体只受到等级最高的时间扭曲影响。"
"TID_MODULE_BATTERY","火炮"
"TID_MODULE_BATTERY_DESCR","每次攻击对单一目标造成伤害。"
"TID_MODULE_LASER","激光"
"TID_MODULE_LASER_DESCR","一种强力武器，聚焦在单一目标上的时间越长，造成的伤害越高。"
"TID_MODULE_WEAK_BATTERY","弱效火炮"
"TID_MODULE_WEAK_BATTERY_DESCR","一种威力较弱的武器，每次攻击对单一目标造成伤害。"
"TID_MINERAL_STORAGE_CAPACITY","氢气舱拓展"
"TID_MINERAL_STORAGE_CAPACITY_DESCR","增加采矿舰能搭载的最大氢气量。"
"TID_MODULE_REDSTAR_EXTENDER","红巨星生命延长"
"TID_MODULE_REDSTAR_EXTENDER_DESCR","在红巨星附近激活时，稍微延长红巨星的寿命。"
"TID_MODULE_STEALTH","潜行"
"TID_MODULE_STEALTH_DESCR","激活船舰会完全闪避敌舰的火力。在起效期间不会向敌人开火，也不会遭受攻击。"
"TID_MODULE_MASS_MINING","远程采矿"
"TID_MODULE_MASS_MINING_DESCR","同时收集同一个星区内所有小行星带的氢气，但采矿速度降低。"
"TID_MODULE_UNITY","齐心协力"
"TID_MODULE_UNITY_DESCR","当同一星区内有联盟玩家船舰时，增加搭载船舰造成的秒伤。增量与星区中有船舰的联盟玩家数量成正比。"
"TID_MODULE_UNITY_MINER","协力采矿"
"TID_MODULE_UNITY_MINER_DESCR","如果同一个星区内有其他玩家也在采矿，激活该模组的船舰即可加快采矿速度。增量与星区中其他采矿玩家数量成正比。"
"TID_MODULE_FORTIFY","固若金汤"
"TID_MODULE_FORTIFY_DESCR","减少受到的直接武器伤害。星区内所有的冥犬船舰都向搭载船舰移动。敌舰和地方基地在所有潜在目标中优先攻击搭载船舰。"
"TID_MODULE_SALVAGE","回收利用"
"TID_MODULE_SALVAGE_DESCR","每一次在同一星区中有船舰（冥犬幽魂舰除外）被摧毁的时候，立刻恢复一部分船体强度。"
"TID_MODULE_SUPRESS","火力压制"
"TID_MODULE_SUPRESS_DESCR","短时间内阻止一艘敌舰开火。"
"TID_MODULE_SHIPMENT_DRONE","运输无人舰"
"TID_MODULE_SHIPMENT_DRONE_DESCR","发射一艘无人舰，自动在可能的时候搭载并运送货物。无人舰只能在激活的太空曲道所连接的星区之间航行。\n\n无人舰一次只能运送货物至单一目的地。如果无人舰卸下一个以上的货物，整次货运将产生额外的星币加成，加成量与运送的额外货物数量成正比。"
"TID_MODULE_DESTINY","命中注定"
"TID_MODULE_DESTINY_DESCR","对射程内所有敌舰造成大量区域性伤害。发出伤害的船舰瞬间跳跃至恒星系统内一个随机小行星处。如果没有可用的小行星，就无法激活命中注定。\n\n跳跃完成后，船舰在短时间内瘫痪。\n\n模组只能在星区中有敌舰时激活。"
"TID_MODULE_LEAP","信仰之跃"
"TID_MODULE_LEAP_DESCR","搭载船舰开始传送到正在作战的，距离最近的盟友飞船，无论其在当前恒星系统的任何地方。在启动延迟之后，如果目标盟友仍然活着，搭载船舰将跳跃至最靠近盟友飞船的物体上。跳跃后，搭载船舰和盟友船舰都将在短时间内瘫痪。"
"TID_MODULE_BOND","捆绑"
"TID_MODULE_BOND_DESCR","在您和目标敌舰之间创建一个移动链接。当链接激活时，敌舰不能独立移动。搭载船舰的任何移动都会影响到敌舰，故两艘舰之间的距离总是保持一定。\n\n敌舰激活的屏障区域不会影响到搭载船舰。\n\n敌舰可以对搭载船舰使用捆绑，或激活能导致传送的模组，从而提前摆脱链接。\n\n在等级等于或小于7的公共红巨星中无效。在公共红巨星中，如果船舰捆绑住了冥犬飞船，则不可进行传送。\n\n对冥犬风暴舰无效。"
"TID_MODULE_VENGEANCE","报仇雪恨"
"TID_MODULE_VENGEANCE_DESCR","当搭载船舰船体强度降至阈值以下时会自动激活。如果搭载船舰在启动延迟过后没有被摧毁，就会触发一次巨大的爆炸，对射程内所有敌舰造成区域性伤害。"
"TID_MODULE_PASSIVE_SHIELD","被动护盾"
"TID_MODULE_PASSIVE_SHIELD_DESCR","永远处于激活状态的护盾，能随时间再生。\n\n只有再生延迟时长内不受到任何伤害后，护盾才会开始再生。"
"TID_MODULE_MIRROR_SHIELD","反射护盾"
"TID_MODULE_MIRROR_SHIELD_DESCR","将护盾所受的一部分伤害反射给攻击者。"
"TID_MODULE_AREA_SHIELD","区域护盾"
"TID_MODULE_AREA_SHIELD_DESCR","吸收效果范围内所有友方船舰所受的伤害，包括运输舰和采矿舰。"
"TID_MODULE_AREA_SHIELD_DESCR_CERB","吸收效果范围内任何冥犬船舰所受的伤害。"
"TID_MODULE_BLAST_SHIELD","防爆护盾"
"TID_MODULE_BLAST_SHIELD_DESCR","保护搭载船舰和范围内所有友舰仅免受区域性伤害。直接武器伤害会直接作用于船体，不会被该护盾吸收。"
"TID_MODULE_BARRIER","屏障"
"TID_MODULE_BARRIER_DESCR","在船舰周围创造一个力场。在力场内的敌舰和火箭无法移动。在效果范围内，敌舰无法利用任何物体作为传送模组的目标。"
"TID_MODULE_IMPULSE","一时冲动"
"TID_MODULE_IMPULSE_DESCR","极大增加搭载船舰速度，帮助其在当前航线上航行地更快。"
"TID_MODULE_BARRAGE","密集弹幕"
"TID_MODULE_BARRAGE_DESCR","当星区中有多艘敌舰时，火炮对单一目标造成额外伤害。\n\n冥犬幽魂舰不属于会受到额外伤害的敌舰。"
"TID_MODULE_HYDRO_UPLOAD","氢气输送"
"TID_MODULE_HYDRO_UPLOAD_DESCR","无需返回星球，立刻将一部分已收集的氢气输送至您帝国的储藏库中。"
"TID_MODULE_TRADE_BURST","贸易爆发"
"TID_MODULE_TRADE_BURST_DESCR","在激活期间对货运量进行计数。货运量达到最低阈值后，在模组依旧激活期间，搭载船舰运送的每批新货物都会获得额外的星币奖励。"
"TID_MODULE_SHIPMENTBEAM","货运光束"
"TID_MODULE_SHIPMENTBEAM_DESCR","从恒星系统的任何目标哨站处，立刻装载价值最低的货物。对于神器或圣物不可用。"
"TID_MODULE_SANCTUARY","避难圣所"
"TID_MODULE_SANCTUARY_DESCR","在战斗或超新星爆炸中，如果搭载船舰即将摧毁，将进行星际跳跃，回到自己的母星系。船舰上任何货物都会丢失。\n\n装备避难圣所的战斗舰如果在红巨星中被摧毁，那么将无法回到同一个红巨星星系中。"
"TID_MODULE_FUELUSE_PCT","\n\n安装该模组会使搭载船舰移动的氢气消耗增加{0}%。"
"TID_MODULE_CRUNCH","矿物粉碎"
"TID_MODULE_CRUNCH_DESCR","立刻从当前星区所有小行星带收集氢气（受最大氢气储量和采矿舰总容量的限制）。"
"TID_MODULE_RECALL","立即召回"
"TID_MODULE_RECALL_DESCR","允许运输舰在当前恒星系统中瞬间传送至任何太空贸易站。"
"TID_MODULE_ALPHAROCKET","阿尔法火箭"
"TID_MODULE_ALPHAROCKET_DESCR","一种速度快但较脆弱的火箭，能向单个固定目标发射。当火箭到达目的地时，会爆炸并对所有敌舰造成区域性伤害。\n\n敌舰可以使用一般瞄准规则向火箭开火。如果火箭在到达目的地之前被摧毁，则不会造成任何伤害。"
"TID_MODULE_DELTAROCKET","德尔塔火箭"
"TID_MODULE_DELTAROCKET_DESCR","一种速度非常快的火箭，在到达最终目的地之时会对所有敌舰造成区域性伤害。拥有者可在发射后选择设置第二个路径点。\n\n敌舰可以使用一般瞄准规则向火箭开火。如果火箭在到达目的地之前被摧毁，则不会造成任何伤害。\n\n在白星星际跳跃门存在的星区不可用。"
"TID_MODULE_EMP_ROCKET","电磁脉冲火箭"
"TID_MODULE_EMP_ROCKET_DESCR","爆炸时能使周围所有船舰瘫痪的火箭。"
"TID_MODULE_OMEGAROCKET","奥米加火箭"
"TID_MODULE_OMEGAROCKET_DESCR","一种强力、缓慢的火箭，可在有限范围内发射，并在到达目的地时造成大量区域性伤害。\n\n敌舰可以使用一般瞄准规则向火箭开火。如果火箭在到达最终目的地之前被摧毁，仍然可以在较小的半径内造成少量区域性伤害。"
"TID_MODULE_ENRICH","矿藏富集"
"TID_MODULE_ENRICH_DESCR","立刻增加星区中所有小行星氢气储量。每天在同一星区中使用不得超过一次。"
"TID_MODULE_RUSH","急速货运"
"TID_MODULE_RUSH_DESCR","当运输舰搭载任何目的地为下一个路径点的货物时，增加运输舰的速度。增速与目的地为下一个路径点的货物数量成正比。"
"TID_MODULE_GENESIS","创世纪"
"TID_MODULE_GENESIS_DESCR","在采矿舰目前所在的星区立刻创造一个新的小行星带。\n\n在白星星际跳跃门存在的星区不可用。"
"TID_MODULE_ENTRUST","委任"
"TID_MODULE_ENTRUST_DESCR","允许搭载运输舰将其货物瞬间移动到范围内的另一艘运输舰上。对货物、完全装载完毕的神器和圣物可用。"
"TID_MODULE_OFFLOAD","卸货"
"TID_MODULE_OFFLOAD_DESCR","模组激活时，无论货物实际目的地在哪里，运输舰都会在到达太空贸易站时卸载所有货物。原始目的地不为太空贸易站的货物会获得更少的奖励。"
"TID_ALPHA_DRONE_MODULE_DESCR","向恒星系统中的任意目的地发射单个战斗无人舰。无人舰自动航行至目的地后便固守那里，直到被摧毁或激活时间耗尽。\n\n在白星星际跳跃门存在的星区不可用。"
"TID_MODULE_MINING_DRONE","采矿无人机"
"TID_MODULE_MINING_DRONE_DESCR","向目标小行星发射一架独立飞船，小行星必须处于采矿舰的范围之内。无人机会持续采矿，直到小行星资源耗尽，或无人机容量已满。当采矿完成后，无人机会将氢气运送至最近的星球，然后自爆。"
"TID_MODULE_ROCKET_LAUNCHER","轰炸舰火箭"
"TID_MODULE_ROCKET_LAUNCHER_DESCR","瞄准在轰炸舰星区或任何相邻星区有船舰的敌对玩家，发射一枚轰炸舰火箭。每枚火箭都会飞向敌对玩家最近的飞船。"
"TID_BOMBER_ROCKET_DESCR","一种非常强大的火箭，在到达最终目的地之时会对所有玩家船舰造成区域性伤害。如果火箭在到达最终目的地之前被摧毁，仍然可以在较小的半径内造成少量区域性伤害。"
"TID_MODULE_DART_LAUNCHER","达特发射器"
"TID_MODULE_DART_LAUNCHER_DESCR","按固定间隔时间向目标敌船发射达特导弹。\n\n任何敌舰都可以使用一般瞄准规则来摧毁导弹。\n\n当导弹到达目的地时，它只会对目标船造成直接武器伤害，而且只有当目标船仍在影响区域内时。\n\n这种武器只会向敌舰开火。火箭和冥犬站点被忽略。"
"TID_DART_MISSILE","达特导弹"
"TID_DART_MISSILE_DESCR","向单艘船舰发射的导弹。一旦导弹到达目的地，如果目标船舰在爆炸范围内，将对其造成伤害。"
"TID_MODULE_DISPATCH","调度"
"TID_MODULE_DISPATCH_DESCR","运输舰启动传送至恒星系统中物品（货物、神器或圣物）最多的星球。如果多于一颗星球有相同数量的物品，最远的星球会被选中。\n\n准备时间结束后，传送完成。准备时间长短与激活时目标星球上的物品数量成正比。"
"TID_MODULE_HYDRO_ROCKET","氢气火箭"
"TID_MODULE_HYDRO_ROCKET_DESCR","允许采矿舰向恒星系统内任意处发射一枚强力火箭。\n\n要激活此模组，采矿舰必须采集到所要求的氢气量。激活时将会消耗氢气。"
"TID_HYDRO_ROCKET_DESCR","采矿舰发射的一种强力火箭。当火箭到达目的地时，会爆炸并对所有敌舰造成区域性伤害。\n\n敌舰可以使用一般瞄准规则向火箭开火。如果火箭在到达目的地之前被摧毁，则不会造成任何伤害。"
"TID_MODULE_DART_BARRAGE","达特密集弹幕"
"TID_MODULE_DART_BARRAGE_DESCR","定时发射一枚快速达特导弹，攻击射程内所有的敌舰。"
"TID_MODULE_SUSPEND","放缓时间"
"TID_MODULE_SUSPEND_DESCR","在船舰四周大范围内减缓时间流逝速度。无视效果范围内的任何时间扭曲效果。\n\n如果物体处于多个放缓时间效果范围内，那么只会受到等级最高的放缓效果的影响。"
"TID_MODULE_RECOIL","后坐力跳跃"
"TID_MODULE_RECOIL_DESCR","旗舰进入传送倒计时，准备移动到恒星系统中的任意处。倒计时结束时，旗舰会跳至目的地，并立刻开始第二次传送倒计时，返回起始位置。"
"TID_MODULE_IMMOLATION","献祭牲礼"
"TID_MODULE_IMMOLATION_DESCR","立刻摧毁星区中所有的冥犬船舰。"
"TID_MODULE_HYDRA_BARRAGE","九头蛇密集弹幕"
"TID_MODULE_HYDRA_BARRAGE_DESCR","当星区中存在多艘敌方飞船时，强力火炮会对单一目标造成额外伤害。\n\n针对单一目标飞船伤害：{0}\n星区中每艘飞船的额外伤害：{1}"
"TID_MODULE_REMOTE_BOMB","远程炸弹"
"TID_MODULE_REMOTE_BOMB_DESCR","在飞船当前的位置留下一颗固定炸弹。敌方飞船进入爆炸范围后既会触发炸弹。当触发阶段结束后，所有位于爆炸范围内的敌方飞船都将受到区域性伤害。敌方飞船可使用常规瞄准规则来瞄准炸弹。如果在触发阶段结束前被拆除，炸弹会在较小范围内造成少量区域性伤害。\n\n不会受区域性伤害影响。\n\n无法在黄星使用。"
"TID_REMOTE_BOMB_DESCR","可在敌方飞船进入爆炸范围后触发的固定炸弹。当触发阶段结束后，所有位于爆炸范围内的敌方飞船都将受到区域性伤害。敌方飞船可使用常规瞄准规则来瞄准炸弹。如果在触发阶段结束前被拆除，炸弹会在较小范围内造成少量区域性伤害。"
"TID_CERB_STATION_HOME1","脆弱冥犬基地"
"TID_CERB_STATION_HOME2","冥犬基地"
"TID_CERB_STATION_HOME3","强大冥犬基地"
"TID_CERB_STATION_HOME_DESCR","每天产生冥犬船舰。在建造出一队规模可观的战斗舰队之前请勿轻易靠近。"
"TID_TRADEITEM_ALLOYS","合金"
"TID_TRADEITEM_DIAMONDS","钻石"
"TID_TRADEITEM_SILICON","硅"
"TID_TRADEITEM_STEEL","钢"
"TID_TRADEITEM_FUELCELLS","燃料电池"
"TID_TRADEITEM_SOLARCONVERTER","太阳能转换器"
"TID_TRADEITEM_CRYSTALS","水晶集装箱"
"TID_TRADEITEM_GOLD","金"
"TID_TRADEITEM_ARTIFACT_TUT","小型神器"
"TID_TRADEITEM_ARTIFACT_COMBAT_1","等级1星珠"
"TID_TRADEITEM_ARTIFACT_COMBAT_2","等级2星珠"
"TID_TRADEITEM_ARTIFACT_COMBAT_3","等级3星珠"
"TID_TRADEITEM_ARTIFACT_COMBAT_4","等级4星珠"
"TID_TRADEITEM_ARTIFACT_COMBAT_5","等级5星珠"
"TID_TRADEITEM_ARTIFACT_COMBAT_6","等级6星珠"
"TID_TRADEITEM_ARTIFACT_COMBAT_7","等级7星珠"
"TID_TRADEITEM_ARTIFACT_COMBAT_8","等级8星珠"
"TID_TRADEITEM_ARTIFACT_COMBAT_9","等级9星珠"
"TID_TRADEITEM_ARTIFACT_COMBAT_10","等级10星珠"
"TID_TRADEITEM_ARTIFACT_COMBAT_11","等级11星珠"
"TID_TRADEITEM_ARTIFACT_UTILITY_1","等级1蓝水晶"
"TID_TRADEITEM_ARTIFACT_UTILITY_2","等级2蓝水晶"
"TID_TRADEITEM_ARTIFACT_UTILITY_3","等级3蓝水晶"
"TID_TRADEITEM_ARTIFACT_UTILITY_4","等级4蓝水晶"
"TID_TRADEITEM_ARTIFACT_UTILITY_5","等级5蓝水晶"
"TID_TRADEITEM_ARTIFACT_UTILITY_6","等级6蓝水晶"
"TID_TRADEITEM_ARTIFACT_UTILITY_7","等级7蓝水晶"
"TID_TRADEITEM_ARTIFACT_UTILITY_8","等级8蓝水晶"
"TID_TRADEITEM_ARTIFACT_UTILITY_9","等级9蓝水晶"
"TID_TRADEITEM_ARTIFACT_UTILITY_10","等级10蓝水晶"
"TID_TRADEITEM_ARTIFACT_UTILITY_11","等级11蓝水晶"
"TID_TRADEITEM_ARTIFACT_SUPPORT_1","等级1四面体"
"TID_TRADEITEM_ARTIFACT_SUPPORT_2","等级2四面体"
"TID_TRADEITEM_ARTIFACT_SUPPORT_3","等级3四面体"
"TID_TRADEITEM_ARTIFACT_SUPPORT_4","等级4四面体"
"TID_TRADEITEM_ARTIFACT_SUPPORT_5","等级5四面体"
"TID_TRADEITEM_ARTIFACT_SUPPORT_6","等级6四面体"
"TID_TRADEITEM_ARTIFACT_SUPPORT_7","等级7四面体"
"TID_TRADEITEM_ARTIFACT_SUPPORT_8","等级8四面体"
"TID_TRADEITEM_ARTIFACT_SUPPORT_9","等级9四面体"
"TID_TRADEITEM_ARTIFACT_SUPPORT_10","等级10四面体"
"TID_TRADEITEM_ARTIFACT_SUPPORT_11","等级11四面体"
"TID_PLANET_DESERT_1","小型沙漠星球"
"TID_PLANET_DESERT_2","沙漠星球"
"TID_PLANET_DESERT_3","大型沙漠星球"
"TID_PLANET_DESERT_DESCR","沙漠星球生成价值很低的货物，但提供可提供充裕的氢气储存空间。"
"TID_PLANET_LAVA_1","小型火焰星球"
"TID_PLANET_LAVA_2","火焰星球"
"TID_PLANET_LAVA_3","大型火焰星球"
"TID_PLANET_LAVA_DESCR","火焰星球生成价值略低的货物，并且每小时为您的帝国赚取少量星币和氢气。"
"TID_PLANET_WATER_1","小型水类星球"
"TID_PLANET_WATER_2","水类星球"
"TID_PLANET_WATER_3","大型水类星球"
"TID_PLANET_WATER_DESCR","水类星球生成价值略低的货物，并且每小时为您的帝国赚取定量的星币。"
"TID_PLANET_TERRAN_1","小型类地星球"
"TID_PLANET_TERRAN_2","类地星球"
"TID_PLANET_TERRAN_3","大型类地星球"
"TID_PLANET_TERRAN_DESCR","类地星球生成常规价值的货物，并且每小时为您的帝国赚取少量的氢气。"
"TID_PLANET_GAS_1","气体星球"
"TID_PLANET_GAS_2","巨型气体星球"
"TID_PLANET_GAS_DESCR","气体星球生成常规价值的货物，并每小时为您的帝国赚取少量的星币。"
"TID_PLANET_ICE","寒冰星球"
"TID_PLANET_ICE_DESCR","寒冰星球生成高价值货物，并每小时为您的帝国赚取定量的星币和氢气。"
"TID_PLANET_DESTROYED","濒死星球"
"TID_PLANET_DESTROYED_DESCR","这种星球可能有古老的神器，可用来研发新模组。"
"TID_YELLOW_STAR","黄星"
"TID_YELLOW_STAR_DESCR","黄星周围包含无数颗宜居星球，非常适合建设基地基础设施。每个帝国都有自己的黄星，建造其行动基地。"
